Geneid,SRR15679346,SRR15679347,SRR15679348,SRR15679349
ENSMUSG00000083407,0,0,0,0
ENSMUSG00000026994,6,2,2,0
ENSMUSG00000033902,4632,3158,3328,3146
ENSMUSG00000098632,0,0,0,0
ENSMUSG00000087458,65,43,0,0
ENSMUSG00000098789,56,38,74,39
ENSMUSG00000026662,2565,1938,2478,2333
ENSMUSG00000003283,14,28,2,5
ENSMUSG00000026664,803,690,728,666
ENSMUSG00000086670,11,9,12,11
ENSMUSG00000082795,0,0,0,0
ENSMUSG00000069188,10,2,4,2
ENSMUSG00000026833,2337,1195,3127,2148
ENSMUSG00000033852,0,0,0,0
ENSMUSG00000035829,1556,1156,1275,1106
ENSMUSG00000026831,227,265,100,92
ENSMUSG00000026668,0,0,0,2
ENSMUSG00000035772,1570,1451,1023,919
ENSMUSG00000082895,52,63,14,11
ENSMUSG00000098488,168,144,160,181
ENSMUSG00000026829,4,0,8,6
ENSMUSG00000063611,4,2,12,6
ENSMUSG00000074899,72,47,20,24
ENSMUSG00000038963,7251,6684,7097,7700
ENSMUSG00000027293,615,896,702,707
ENSMUSG00000027568,14,4,10,10
ENSMUSG00000026669,14,30,14,20
ENSMUSG00000027569,2147,2105,1135,1149
ENSMUSG00000049401,2329,1925,1391,1155
ENSMUSG00000026672,1121,1366,648,793
ENSMUSG00000086430,20,22,0,0
ENSMUSG00000050211,93,32,54,31
ENSMUSG00000026676,4,6,37,16
ENSMUSG00000081005,0,0,0,0
ENSMUSG00000084606,0,0,0,0
ENSMUSG00000080820,0,0,0,0
ENSMUSG00000087555,0,0,0,0
ENSMUSG00000070719,2,0,0,2
ENSMUSG00000039145,6622,5201,5310,5963
ENSMUSG00000046971,0,2,0,0
ENSMUSG00000040812,8,6,2,10
ENSMUSG00000027570,519,456,325,210
ENSMUSG00000080977,2,2,0,1
ENSMUSG00000038932,4,4,6,18
ENSMUSG00000026821,2098,1276,1640,1223
ENSMUSG00000027282,2192,1856,1955,1634
ENSMUSG00000026818,2,0,2,0
ENSMUSG00000087667,0,6,0,0
ENSMUSG00000026816,1323,1047,909,821
ENSMUSG00000089055,0,0,0,0
ENSMUSG00002075803,0,0,0,0
ENSMUSG00000039063,32,26,39,48
ENSMUSG00000026815,0,0,0,4
ENSMUSG00000087125,4,0,0,0
ENSMUSG00000087485,0,0,0,0
ENSMUSG00000118578,16,7,0,2
ENSMUSG00000038914,6366,4158,4700,4736
ENSMUSG00000119719,0,0,0,0
ENSMUSG00000027573,1437,1208,1036,1024
ENSMUSG00000023393,46,42,26,51
ENSMUSG00000087550,0,0,3,15
ENSMUSG00000045493,715,321,910,491
ENSMUSG00000039046,8559,6426,5730,5558
ENSMUSG00000074507,0,2,2,0
ENSMUSG00000086166,10,7,16,12
ENSMUSG00000085716,0,0,0,0
ENSMUSG00000085428,5,4,23,28
ENSMUSG00002076540,4,2,2,5
ENSMUSG00000085728,3,1,12,8
ENSMUSG00000102599,4,2,0,0
ENSMUSG00000065454,0,0,0,0
ENSMUSG00000098051,117,121,124,133
ENSMUSG00000027291,2479,1963,2447,2571
ENSMUSG00000038848,2486,1966,1917,1646
ENSMUSG00000038840,0,0,2,4
ENSMUSG00000027574,75,38,94,44
ENSMUSG00000087293,3,2,0,8
ENSMUSG00000026812,4515,3109,2899,3169
ENSMUSG00000033808,2105,1663,1694,1921
ENSMUSG00000026809,6,2,5,0
ENSMUSG00000026807,42,58,18,24
ENSMUSG00000092832,0,0,0,0
ENSMUSG00000082796,0,0,0,0
ENSMUSG00000083115,0,0,0,0
ENSMUSG00000035666,3985,3170,2688,2572
ENSMUSG00000026806,438,500,260,330
ENSMUSG00000034780,241,153,351,223
ENSMUSG00000081299,0,0,0,0
ENSMUSG00000098734,0,0,0,0
ENSMUSG00000104398,0,8,0,0
ENSMUSG00000081257,0,0,0,0
ENSMUSG00000026805,26,12,0,10
ENSMUSG00000079502,153,109,86,52
ENSMUSG00000083773,89,149,48,54
ENSMUSG00000062646,760,754,730,863
ENSMUSG00000026803,1254,1065,847,1085
ENSMUSG00000086519,0,0,0,0
ENSMUSG00000027030,2565,2123,1916,1665
ENSMUSG00000082788,0,0,0,2
ENSMUSG00002076685,0,0,0,0
ENSMUSG00000075312,38,26,46,24
ENSMUSG00000118623,0,0,0,0
ENSMUSG00000115996,0,0,0,0
ENSMUSG00000115973,0,0,0,0
ENSMUSG00000053896,0,0,0,0
ENSMUSG00000043535,4273,2794,4190,4228
ENSMUSG00000086495,27,2,8,8
ENSMUSG00000027575,3213,2616,2150,2071
ENSMUSG00000079324,0,0,0,0
ENSMUSG00000109667,0,0,0,0
ENSMUSG00000082836,0,0,0,0
ENSMUSG00000070461,381,316,236,358
ENSMUSG00000027035,460,280,554,468
ENSMUSG00000103233,0,0,0,0
ENSMUSG00000103747,0,0,0,0
ENSMUSG00000103734,0,0,0,4
ENSMUSG00000104262,0,0,2,0
ENSMUSG00000103546,0,0,0,0
ENSMUSG00000102662,0,0,0,0
ENSMUSG00000034738,2,2,45,35
ENSMUSG00000035513,5139,3531,1829,1725
ENSMUSG00000079499,2289,1585,1038,833
ENSMUSG00000002102,3344,3188,2540,1813
ENSMUSG00000026799,993,756,620,549
ENSMUSG00000086994,31,31,0,0
ENSMUSG00002075871,2,0,0,0
ENSMUSG00000016356,1438,1280,367,499
ENSMUSG00000005233,159,134,328,325
ENSMUSG00000027577,278,116,595,369
ENSMUSG00000002105,961,804,541,457
ENSMUSG00000082079,5,4,4,0
ENSMUSG00000005232,0,0,0,0
ENSMUSG00000027479,3809,2660,3916,2827
ENSMUSG00000002111,39,81,14,8
ENSMUSG00000044083,10,6,8,2
ENSMUSG00000083097,323,305,229,175
ENSMUSG00000027480,0,0,0,0
ENSMUSG00000002107,9096,6094,8260,7424
ENSMUSG00000027048,1,10,8,6
ENSMUSG00000087079,2,4,2,0
ENSMUSG00000075538,2,0,2,0
ENSMUSG00000103412,0,0,0,0
ENSMUSG00000086819,2,0,0,4
ENSMUSG00000062319,0,0,0,0
ENSMUSG00000083592,0,0,0,0
ENSMUSG00002075987,0,0,0,0
ENSMUSG00000077396,0,0,0,0
ENSMUSG00000099424,0,0,0,0
ENSMUSG00000083252,0,0,0,0
ENSMUSG00000085070,0,0,0,0
ENSMUSG00000083269,0,0,0,0
ENSMUSG00002075086,0,0,0,0
ENSMUSG00000027068,0,0,0,0
ENSMUSG00000084374,0,0,0,0
ENSMUSG00000082953,115,101,85,91
ENSMUSG00000085580,0,0,0,0
ENSMUSG00002076673,0,0,0,0
ENSMUSG00000083423,0,0,0,0
ENSMUSG00000027481,4,8,2,0
ENSMUSG00000079604,4,4,0,0
ENSMUSG00000081202,0,0,0,0
ENSMUSG00000079603,0,0,0,0
ENSMUSG00000104276,0,0,0,0
ENSMUSG00000068009,116,105,86,72
ENSMUSG00000068008,0,0,0,0
ENSMUSG00000074665,0,0,0,0
ENSMUSG00000078998,0,0,0,0
ENSMUSG00000027070,1854,1429,1878,2065
ENSMUSG00000042459,0,0,0,0
ENSMUSG00000118490,0,0,0,0
ENSMUSG00000096084,0,0,0,0
ENSMUSG00000081013,0,0,0,0
ENSMUSG00000002100,1,3,2,2
ENSMUSG00000027482,0,0,0,0
ENSMUSG00000027483,0,0,0,0
ENSMUSG00000027484,0,0,0,0
ENSMUSG00000063145,4289,4235,3059,3701
ENSMUSG00000075307,80,72,62,107
ENSMUSG00000027485,0,0,0,0
ENSMUSG00000038572,0,0,2,2
ENSMUSG00000025780,92,62,185,184
ENSMUSG00000027086,643,500,531,537
ENSMUSG00000086748,0,0,0,0
ENSMUSG00000067998,0,0,0,0
ENSMUSG00000083732,0,0,0,6
ENSMUSG00000067996,0,0,0,0
ENSMUSG00000027487,419,291,458,412
ENSMUSG00000027488,5107,4678,2168,2561
ENSMUSG00000061186,53,22,34,54
ENSMUSG00002076942,0,0,0,0
ENSMUSG00002075140,0,0,0,0
ENSMUSG00000092793,0,0,0,0
ENSMUSG00000077972,0,0,0,0
ENSMUSG00000077038,0,0,0,0
ENSMUSG00000080653,0,0,0,0
ENSMUSG00000076126,0,0,0,0
ENSMUSG00002075055,0,0,0,0
ENSMUSG00000077834,0,0,0,0
ENSMUSG00000077998,0,0,0,0
ENSMUSG00000076959,0,0,0,0
ENSMUSG00000080504,0,0,0,0
ENSMUSG00000077981,0,0,0,0
ENSMUSG00000076983,0,0,0,0
ENSMUSG00000078026,0,0,0,0
ENSMUSG00002075960,0,0,0,0
ENSMUSG00000042133,2408,1813,2295,2254
ENSMUSG00000077049,0,0,0,0
ENSMUSG00000119771,0,0,0,0
ENSMUSG00000076028,0,0,0,0
ENSMUSG00000119803,0,0,0,0
ENSMUSG00002075143,0,0,0,0
ENSMUSG00000119247,0,0,0,0
ENSMUSG00000095269,0,0,0,0
ENSMUSG00000119292,0,0,0,0
ENSMUSG00000080459,0,0,0,0
ENSMUSG00000082345,12,6,4,0
ENSMUSG00002076944,0,0,0,0
ENSMUSG00000119793,0,0,0,0
ENSMUSG00000119385,0,0,0,0
ENSMUSG00000119608,0,0,0,0
ENSMUSG00000119626,0,0,0,0
ENSMUSG00002075541,0,0,0,0
ENSMUSG00002076617,0,0,0,0
ENSMUSG00000119508,0,0,0,0
ENSMUSG00000119566,0,0,0,0
ENSMUSG00000119137,0,0,0,0
ENSMUSG00002076075,0,0,0,0
ENSMUSG00002076869,0,0,0,0
ENSMUSG00000119931,0,0,0,0
ENSMUSG00000118762,0,0,0,0
ENSMUSG00000119304,0,0,0,0
ENSMUSG00002075738,0,0,0,0
ENSMUSG00002075631,0,0,0,0
ENSMUSG00002076835,0,0,0,0
ENSMUSG00000070883,849,821,596,727
ENSMUSG00000119498,0,0,0,0
ENSMUSG00000119042,0,0,0,0
ENSMUSG00000083007,3,0,0,0
ENSMUSG00000119125,0,0,0,0
ENSMUSG00002076388,0,0,0,0
ENSMUSG00002076577,0,0,0,0
ENSMUSG00002075668,0,0,0,0
ENSMUSG00000119161,0,0,0,0
ENSMUSG00000119006,0,0,0,0
ENSMUSG00000119450,0,0,0,0
ENSMUSG00002075878,0,0,0,0
ENSMUSG00002076296,0,0,0,0
ENSMUSG00002076887,0,0,0,0
ENSMUSG00000118909,0,0,0,0
ENSMUSG00000119785,0,0,0,0
ENSMUSG00000119344,0,0,0,0
ENSMUSG00002076422,0,0,0,0
ENSMUSG00002076686,0,0,0,0
ENSMUSG00002076510,0,0,0,0
ENSMUSG00000119559,0,0,0,0
ENSMUSG00000119051,0,0,0,0
ENSMUSG00000119882,0,0,0,0
ENSMUSG00002076753,0,0,0,0
ENSMUSG00002076980,0,0,0,0
ENSMUSG00002076144,0,0,0,0
ENSMUSG00000119434,0,0,0,0
ENSMUSG00000119723,0,0,0,0
ENSMUSG00000119195,0,0,0,0
ENSMUSG00002076560,0,0,0,0
ENSMUSG00002076585,0,0,0,0
ENSMUSG00002075201,0,0,0,0
ENSMUSG00000119554,0,0,0,0
ENSMUSG00000118692,0,0,0,0
ENSMUSG00000119908,0,0,0,0
ENSMUSG00002076172,0,0,0,0
ENSMUSG00002075159,0,0,0,0
ENSMUSG00002075272,0,0,0,0
ENSMUSG00000118833,0,0,0,0
ENSMUSG00002075310,0,0,0,0
ENSMUSG00000119044,0,0,0,0
ENSMUSG00002076127,0,0,0,0
ENSMUSG00002076667,0,0,0,0
ENSMUSG00002076849,0,0,0,0
ENSMUSG00000027088,1053,1175,742,838
ENSMUSG00000118710,0,0,0,0
ENSMUSG00000076994,0,0,0,0
ENSMUSG00000119447,0,0,0,0
ENSMUSG00000081857,0,0,2,0
ENSMUSG00002076956,0,0,0,0
ENSMUSG00000076948,0,0,0,0
ENSMUSG00000069020,814,859,768,658
ENSMUSG00000077113,0,0,0,0
ENSMUSG00002075178,0,0,0,0
ENSMUSG00002075323,0,0,0,0
ENSMUSG00000077021,0,0,0,0
ENSMUSG00000070099,0,0,0,0
ENSMUSG00002076337,0,0,0,0
ENSMUSG00000076976,0,0,0,0
ENSMUSG00000076118,0,0,0,0
ENSMUSG00002076099,0,0,0,0
ENSMUSG00000038533,3297,2367,2599,2410
ENSMUSG00002076917,0,0,0,0
ENSMUSG00000042155,1859,1529,2143,1873
ENSMUSG00000076014,0,0,0,0
ENSMUSG00002075031,0,0,0,0
ENSMUSG00002076116,0,0,0,0
ENSMUSG00002076473,0,0,0,0
ENSMUSG00000076222,0,0,0,0
ENSMUSG00000078031,0,0,0,0
ENSMUSG00002075959,0,0,0,0
ENSMUSG00000089570,0,0,0,0
ENSMUSG00000088980,0,0,0,0
ENSMUSG00000077991,0,0,0,0
ENSMUSG00000077086,0,0,0,0
ENSMUSG00000078025,0,0,0,0
ENSMUSG00000077941,0,0,0,0
ENSMUSG00000076956,0,0,0,0
ENSMUSG00000078060,0,0,0,0
ENSMUSG00000077954,0,0,0,0
ENSMUSG00002075177,0,0,0,0
ENSMUSG00000080657,0,0,0,0
ENSMUSG00000080594,0,0,0,0
ENSMUSG00000103237,0,0,0,0
ENSMUSG00000081367,0,2,0,0
ENSMUSG00000082871,0,0,0,0
ENSMUSG00000102734,0,0,0,0
ENSMUSG00000089007,0,0,0,0
ENSMUSG00000085257,0,2,0,2
ENSMUSG00000084560,0,0,0,0
ENSMUSG00000081693,0,0,0,0
ENSMUSG00000083900,8,6,2,2
ENSMUSG00000079110,0,5,2,0
ENSMUSG00000027489,172,89,91,60
ENSMUSG00000068882,4357,3448,4128,3610
ENSMUSG00000038523,20,12,4,6
ENSMUSG00000078129,2,4,0,2
ENSMUSG00000026778,80,32,87,81
ENSMUSG00000103774,0,0,0,0
ENSMUSG00000103253,0,0,0,0
ENSMUSG00000102992,0,0,0,0
ENSMUSG00000102196,0,0,0,0
ENSMUSG00000051730,348,260,253,290
ENSMUSG00000102894,0,0,0,0
ENSMUSG00000102674,0,0,2,0
ENSMUSG00000089902,10,14,2,8
ENSMUSG00000085735,5,14,0,8
ENSMUSG00000103223,0,0,0,0
ENSMUSG00000103321,0,0,0,0
ENSMUSG00000086491,0,0,0,0
ENSMUSG00000082424,16,11,8,2
ENSMUSG00000027490,116,72,91,50
ENSMUSG00000000876,579,411,205,158
ENSMUSG00000097602,8,16,14,10
ENSMUSG00000059842,356,348,151,154
ENSMUSG00000085483,9,4,0,0
ENSMUSG00000027288,12215,7765,7854,6742
ENSMUSG00000038467,3367,3447,2358,1803
ENSMUSG00000082064,1,0,2,2
ENSMUSG00000083975,0,0,0,0
ENSMUSG00000085691,0,0,29,25
ENSMUSG00000044308,7512,5687,5835,6661
ENSMUSG00000086132,0,0,0,0
ENSMUSG00000042064,3,8,4,12
ENSMUSG00000047965,137,141,97,48
ENSMUSG00000075304,2,10,4,0
ENSMUSG00000087264,2,0,0,2
ENSMUSG00000075302,2,0,0,0
ENSMUSG00000104076,0,0,0,0
ENSMUSG00000070880,690,362,727,797
ENSMUSG00000086699,0,0,0,0
ENSMUSG00000097025,60,50,2,0
ENSMUSG00000027598,3854,3095,2782,3129
ENSMUSG00000082596,4,0,0,0
ENSMUSG00000047459,2802,2274,2244,1550
ENSMUSG00000027602,2156,1830,1424,1032
ENSMUSG00000038383,726,484,623,470
ENSMUSG00000076216,0,0,0,0
ENSMUSG00000038375,11034,8555,5346,6404
ENSMUSG00000014959,4005,3684,2486,2209
ENSMUSG00000041997,2123,1411,2038,1603
ENSMUSG00000082303,0,0,0,0
ENSMUSG00000085868,0,0,0,0
ENSMUSG00000038369,6884,4817,6119,4881
ENSMUSG00000041975,276,211,353,329
ENSMUSG00000041966,1527,1116,1227,1259
ENSMUSG00000027015,73,55,70,95
ENSMUSG00000016346,507,245,824,854
ENSMUSG00000016349,1540,1072,1506,1247
ENSMUSG00000084696,0,0,0,0
ENSMUSG00000016344,1024,875,502,304
ENSMUSG00000038751,2,0,4,0
ENSMUSG00000027613,1983,1809,795,587
ENSMUSG00000027579,0,0,6,4
ENSMUSG00000083993,2,0,6,1
ENSMUSG00000047841,0,0,0,0
ENSMUSG00000103542,0,0,0,0
ENSMUSG00000080801,1,0,0,2
ENSMUSG00000027580,124,93,98,86
ENSMUSG00000026768,10,2,30,28
ENSMUSG00000104174,0,0,0,0
ENSMUSG00000086843,2,0,0,2
ENSMUSG00000038705,1970,1631,1277,1292
ENSMUSG00000084033,62,30,42,44
ENSMUSG00000027581,1191,781,1133,659
ENSMUSG00000026767,695,575,629,641
ENSMUSG00000102630,10,9,4,10
ENSMUSG00000104449,8,11,19,16
ENSMUSG00000104406,30,20,10,46
ENSMUSG00000083547,0,0,0,0
ENSMUSG00000104045,0,0,0,0
ENSMUSG00000026730,812,733,326,202
ENSMUSG00000049630,3235,2859,1344,1180
ENSMUSG00000104459,138,104,14,8
ENSMUSG00000102900,951,970,225,207
ENSMUSG00000103599,71,52,53,34
ENSMUSG00000103143,14,12,2,12
ENSMUSG00000026727,232,232,305,131
ENSMUSG00000103360,2,0,0,0
ENSMUSG00000102691,0,2,4,0
ENSMUSG00002074956,0,0,0,0
ENSMUSG00000103232,2,0,0,4
ENSMUSG00000027254,2829,2561,1226,1000
ENSMUSG00000087704,2,1,0,2
ENSMUSG00000027012,4399,3856,3551,3279
ENSMUSG00000026726,13,12,28,17
ENSMUSG00000026723,398,385,381,460
ENSMUSG00000027010,2416,2236,2190,2188
ENSMUSG00000082190,2,0,0,0
ENSMUSG00000027018,1101,1079,987,769
ENSMUSG00000086846,0,0,0,2
ENSMUSG00002074907,0,0,0,0
ENSMUSG00000026728,3730,2810,2352,1258
ENSMUSG00000003418,6,6,6,6
ENSMUSG00000104354,0,0,0,0
ENSMUSG00000041921,2139,1537,2521,2440
ENSMUSG00002076159,1,0,0,0
ENSMUSG00000041911,4,0,2,2
ENSMUSG00000023391,4,2,0,0
ENSMUSG00000087570,0,0,0,0
ENSMUSG00000084901,0,0,0,0
ENSMUSG00000027111,1684,1638,726,803
ENSMUSG00000086641,0,0,0,0
ENSMUSG00000084794,0,2,0,0
ENSMUSG00000081878,0,0,0,0
ENSMUSG00000006494,767,642,1125,766
ENSMUSG00000087345,0,0,0,0
ENSMUSG00000033526,4610,3716,4099,4183
ENSMUSG00000057914,8990,7568,6003,7757
ENSMUSG00000075525,0,0,0,0
ENSMUSG00000104153,0,0,0,0
ENSMUSG00000070271,1,1,0,0
ENSMUSG00000083633,0,0,0,0
ENSMUSG00000104034,0,0,0,0
ENSMUSG00000081008,0,0,0,0
ENSMUSG00000082542,0,0,0,0
ENSMUSG00000104106,0,0,0,0
ENSMUSG00000103885,0,0,0,2
ENSMUSG00000083305,0,0,2,0
ENSMUSG00000103050,0,8,6,0
ENSMUSG00000087086,38,56,2,0
ENSMUSG00000085281,0,2,0,0
ENSMUSG00000102673,36,20,16,28
ENSMUSG00000104271,510,290,368,398
ENSMUSG00000000308,5150,5753,4356,3992
ENSMUSG00000033498,13,6,0,4
ENSMUSG00000033486,372,337,234,277
ENSMUSG00000082651,3,18,6,4
ENSMUSG00000084140,0,0,0,0
ENSMUSG00000038685,2306,1773,1850,2204
ENSMUSG00000040687,27233,18703,18603,16639
ENSMUSG00000026707,215,137,199,235
ENSMUSG00000027248,6645,5705,6613,3872
ENSMUSG00000103778,2,6,2,3
ENSMUSG00000118593,0,0,6,2
ENSMUSG00000027246,2,0,4,0
ENSMUSG00000017418,3188,2199,2300,2610
ENSMUSG00000046110,4138,4153,4092,4422
ENSMUSG00000102258,124,67,53,23
ENSMUSG00000083860,0,0,0,0
ENSMUSG00000080930,0,0,0,0
ENSMUSG00000083631,0,0,0,0
ENSMUSG00000082632,0,0,0,0
ENSMUSG00000081389,0,0,0,0
ENSMUSG00000075520,12,8,36,21
ENSMUSG00000103356,0,0,0,0
ENSMUSG00000081245,0,0,0,0
ENSMUSG00000103865,0,0,0,0
ENSMUSG00000074884,3662,3520,2185,1830
ENSMUSG00000080374,232,191,2,0
ENSMUSG00000038671,2172,1764,1530,1424
ENSMUSG00000027245,495,425,256,466
ENSMUSG00000048222,299,523,562,539
ENSMUSG00000081967,10,8,19,8
ENSMUSG00000084407,0,4,0,0
ENSMUSG00000002108,57,51,38,25
ENSMUSG00000086206,13,13,9,2
ENSMUSG00000088018,2,1,0,0
ENSMUSG00000068479,963,617,772,764
ENSMUSG00000026748,336,198,644,402
ENSMUSG00002076934,1,0,0,0
ENSMUSG00000082235,0,0,0,2
ENSMUSG00000081525,0,0,0,0
ENSMUSG00000085193,0,0,0,0
ENSMUSG00000027582,3427,2852,1965,1814
ENSMUSG00000049044,124,104,176,145
ENSMUSG00000088297,0,0,0,0
ENSMUSG00000085439,0,0,0,0
ENSMUSG00000085001,4,0,0,0
ENSMUSG00000086231,0,0,0,0
ENSMUSG00000090077,36,29,16,23
ENSMUSG00000027242,207,165,250,239
ENSMUSG00000027583,394,296,273,280
ENSMUSG00000089612,2,0,0,0
ENSMUSG00000055882,0,0,0,0
ENSMUSG00000053702,252,157,470,533
ENSMUSG00000085100,0,0,0,0
ENSMUSG00000002103,2065,1557,1935,1771
ENSMUSG00000002109,677,513,662,616
ENSMUSG00000004085,149,105,45,59
ENSMUSG00002076570,0,0,0,0
ENSMUSG00000084261,0,0,0,0
ENSMUSG00000055612,96,40,44,34
ENSMUSG00000081538,0,0,0,0
ENSMUSG00000080865,0,0,0,0
ENSMUSG00000083279,0,0,0,0
ENSMUSG00000081957,23,19,25,12
ENSMUSG00000085252,0,0,0,0
ENSMUSG00000026740,1718,1281,869,1128
ENSMUSG00000085427,2,4,0,0
ENSMUSG00000000827,1616,1360,1126,982
ENSMUSG00000088378,4,2,1,6
ENSMUSG00000027620,16283,13501,12760,13298
ENSMUSG00000038116,3857,2920,2304,2409
ENSMUSG00000046229,1693,1382,14,6
ENSMUSG00000027257,236,134,149,74
ENSMUSG00000000826,18375,15950,13339,11867
ENSMUSG00000027238,1014,806,1068,1068
ENSMUSG00000081264,4,6,1,2
ENSMUSG00000084244,0,0,0,0
ENSMUSG00000086913,6,3,6,2
ENSMUSG00000027108,1129,941,1249,983
ENSMUSG00000038085,831,758,396,365
ENSMUSG00000081751,4,3,0,4
ENSMUSG00002076828,0,0,0,0
ENSMUSG00000082455,0,0,0,0
ENSMUSG00000083569,2,0,0,0
ENSMUSG00000085546,33,22,0,0
ENSMUSG00000083976,0,0,0,0
ENSMUSG00000082321,77,71,104,69
ENSMUSG00000087323,6,0,0,0
ENSMUSG00002076826,2,2,1,1
ENSMUSG00000084017,8,4,2,2
ENSMUSG00000068859,37,28,2,0
ENSMUSG00000061272,0,0,10,2
ENSMUSG00002075083,0,0,0,0
ENSMUSG00000041777,1156,845,686,756
ENSMUSG00000027255,3870,3351,2352,2125
ENSMUSG00000008226,835,764,662,681
ENSMUSG00000037683,0,16,0,0
ENSMUSG00000089917,8433,8181,5228,5464
ENSMUSG00000023094,138,109,155,116
ENSMUSG00000109733,0,0,0,4
ENSMUSG00000087103,2,2,0,0
ENSMUSG00000085388,2,0,0,2
ENSMUSG00000026735,4,4,0,0
ENSMUSG00000060227,1566,1134,1862,1713
ENSMUSG00000026734,0,0,0,0
ENSMUSG00002076141,1,0,0,0
ENSMUSG00000084160,0,0,0,0
ENSMUSG00000074881,0,7,7,8
ENSMUSG00000086621,0,0,0,0
ENSMUSG00000080227,0,0,0,0
ENSMUSG00000043415,440,331,259,218
ENSMUSG00000040591,5366,4553,3236,3432
ENSMUSG00000087246,2,0,0,0
ENSMUSG00000083893,0,0,0,0
ENSMUSG00000077342,0,0,0,0
ENSMUSG00000081248,0,2,6,5
ENSMUSG00002076807,3,0,1,1
ENSMUSG00002075867,0,0,0,0
ENSMUSG00000000823,5849,3782,3858,3568
ENSMUSG00000098824,0,0,0,0
ENSMUSG00000027253,19002,12041,12781,15727
ENSMUSG00000081834,1,0,2,4
ENSMUSG00000002455,3752,3513,2201,2183
ENSMUSG00000038605,747,541,641,516
ENSMUSG00000108976,17,2,2,9
ENSMUSG00000041762,404,269,358,377
ENSMUSG00000077518,0,0,0,0
ENSMUSG00000046470,20,14,44,46
ENSMUSG00000085519,0,3,0,0
ENSMUSG00000086546,6,0,0,0
ENSMUSG00000087176,17,5,22,8
ENSMUSG00000085768,7,4,2,15
ENSMUSG00000033411,2264,2078,1583,1843
ENSMUSG00000027236,562,560,712,734
ENSMUSG00002076932,0,0,0,0
ENSMUSG00000059540,406,279,415,403
ENSMUSG00000033396,1898,1463,1580,1464
ENSMUSG00000075284,105,73,100,79
ENSMUSG00000086069,0,0,0,0
ENSMUSG00000027233,0,0,0,0
ENSMUSG00000027107,2,0,4,6
ENSMUSG00000027624,1170,941,1439,957
ENSMUSG00000086544,149,71,8,4
ENSMUSG00000060802,188,236,241,129
ENSMUSG00000086872,0,0,0,0
ENSMUSG00000085524,0,0,0,0
ENSMUSG00000033368,0,0,2,0
ENSMUSG00000027628,1663,1364,1078,947
ENSMUSG00000055494,64,34,48,58
ENSMUSG00000027229,0,0,0,0
ENSMUSG00000082670,0,0,0,0
ENSMUSG00000086118,23,10,14,22
ENSMUSG00000079966,0,0,0,0
ENSMUSG00000070692,2,0,2,0
ENSMUSG00000027227,290,207,211,179
ENSMUSG00000002458,70,66,54,62
ENSMUSG00000045794,0,0,0,0
ENSMUSG00000068452,10,4,6,12
ENSMUSG00000027225,0,0,0,0
ENSMUSG00000027584,71,52,101,87
ENSMUSG00000082786,0,0,0,0
ENSMUSG00000027224,0,0,0,2
ENSMUSG00000033268,3,0,2,0
ENSMUSG00000036617,86,62,80,87
ENSMUSG00000033256,263,166,150,92
ENSMUSG00000088506,1,0,0,0
ENSMUSG00002076568,0,0,0,0
ENSMUSG00000083777,0,0,0,0
ENSMUSG00000060795,4,2,2,0
ENSMUSG00000082164,0,0,2,0
ENSMUSG00000081128,0,4,2,4
ENSMUSG00000118880,0,0,0,0
ENSMUSG00000091457,0,0,0,0
ENSMUSG00000085477,0,0,0,0
ENSMUSG00002076489,0,0,0,0
ENSMUSG00000086418,0,0,0,0
ENSMUSG00000061689,2756,1874,2055,1605
ENSMUSG00000087508,0,0,0,0
ENSMUSG00000083498,0,0,0,0
ENSMUSG00000086638,397,294,216,304
ENSMUSG00000067818,124,66,132,74
ENSMUSG00000082196,0,0,0,0
ENSMUSG00000027219,0,0,2,0
ENSMUSG00000083645,0,0,0,0
ENSMUSG00000081219,26,15,14,2
ENSMUSG00000062175,107,102,68,40
ENSMUSG00000102323,13,8,24,24
ENSMUSG00000079071,0,0,0,0
ENSMUSG00000074629,97,73,101,104
ENSMUSG00002075925,4,0,0,0
ENSMUSG00000027637,1893,1625,1248,973
ENSMUSG00000040549,8075,5906,6933,6657
ENSMUSG00000077221,0,0,0,0
ENSMUSG00000027636,217,168,8,17
ENSMUSG00000080880,67,48,8,7
ENSMUSG00000083831,0,2,0,0
ENSMUSG00000081616,2,1,0,0
ENSMUSG00000056486,3504,2524,2686,2266
ENSMUSG00000085838,77,56,4,13
ENSMUSG00000081062,0,0,0,0
ENSMUSG00000087017,24,25,7,1
ENSMUSG00000027249,1,5,0,10
ENSMUSG00000083832,2,0,0,2
ENSMUSG00000005804,886,600,775,566
ENSMUSG00000075040,1187,1009,627,620
ENSMUSG00000005803,36,24,44,12
ENSMUSG00000084372,0,0,0,0
ENSMUSG00000027634,23513,21801,18762,17982
ENSMUSG00002074935,20,6,3,8
ENSMUSG00000082163,38,36,38,34
ENSMUSG00000010505,8110,5423,5803,5113
ENSMUSG00000036591,3381,2252,2547,2457
ENSMUSG00000085206,0,1,0,0
ENSMUSG00000086821,0,0,2,0
ENSMUSG00000087219,0,0,0,0
ENSMUSG00002075392,0,0,0,0
ENSMUSG00000026679,168,166,32,32
ENSMUSG00000027635,164,192,115,162
ENSMUSG00002076042,0,0,0,0
ENSMUSG00000027589,14538,13516,10370,12267
ENSMUSG00000055485,2255,1229,1466,1115
ENSMUSG00000074628,4,0,25,0
